Region,Hospitalized with symptoms,Intensive care,Total hospitalized,Home isolated,Total positives,Healed/Discharged,Deceased,Cases of diagnostic suspicion,Cases from screening,Total cases,Tested cases
Abruzzo,31,2,33,487,520,2914,472,3424,482,3906,108107
Basilicata,4,1,5,114,119,418,28,411,154,565,59060
Calabria,29,1,30,325,355,1187,98,1159,481,1640,164464
Campania,223,7,230,2960,3190,4490,448,7074,1054,8128,271727
Emilia-Romagna,119,18,137,3356,3493,24803,4464,29765,2995,32760,568812
Friuli Venezia Giulia,16,4,20,442,462,3123,349,3754,180,3934,159063
Lazio,359,9,368,3667,4035,7294,881,6890,5320,12210,545694
Liguria,67,10,77,746,823,8951,1577,8838,2513,11351,135646
Lombardia,242,26,268,7842,8110,76818,16886,92479,9335,101814,1059954
Marche,16,1,17,370,387,5994,988,7369,0,7369,127431
Molise,3,0,3,83,86,436,23,514,31,545,34109
P.A. Bolzano,8,2,10,205,215,2496,292,3003,0,3003,76265
P.A. Trento,5,0,5,310,315,4629,405,3539,1810,5349,86198
Piemonte,105,8,113,1639,1752,27390,4151,24175,9118,33293,378191
Puglia,167,6,173,1024,1197,4137,565,2083,3816,5899,233159
Sardegna,46,10,56,1086,1142,1286,136,1628,936,2564,126031
Sicilia,101,13,114,1265,1379,3097,289,3349,1416,4765,284332
Toscana,77,9,86,1984,2070,9285,1144,10896,1603,12499,395285
Umbria,15,2,17,349,366,1481,81,1537,391,1928,101836
Valle d'Aosta,1,0,1,33,34,1069,146,1119,130,1249,18111
Veneto,85,13,98,2845,2943,18940,2130,20109,3904,24013,645256
