Region,Hospitalized with symptoms,Intensive care,Total hospitalized,Home isolated,Total positives,Healed/Discharged,Deceased,Cases of diagnostic suspicion,Cases from screening,Total cases,Tested cases
Abruzzo,81,6,87,971,1058,3113,484,3964,691,4655,134677
Basilicata,30,2,32,371,403,502,33,429,509,938,77079
Calabria,38,1,39,546,585,1422,102,1159,950,2109,210222
Campania,488,47,535,7442,7977,6718,468,13406,1757,15163,416074
Emilia-Romagna,212,13,225,4929,5154,26617,4490,31487,4774,36261,691551
Friuli Venezia Giulia,24,5,29,879,908,3699,355,4564,398,4962,190029
Lazio,774,44,818,7472,8290,8794,948,8611,9421,18032,786768
Liguria,178,23,201,1724,1925,10609,1612,9972,4174,14146,175730
Lombardia,320,40,360,9149,9509,82184,16973,96365,12301,108666,1380719
Marche,29,6,35,947,982,6226,992,8200,0,8200,150966
Molise,3,0,3,135,138,520,25,641,42,683,44119
P.A. Bolzano,21,0,21,609,630,2757,292,3679,0,3679,95487
P.A. Trento,22,0,22,641,663,5195,406,3801,2463,6264,102600
Piemonte,293,15,308,3274,3582,28819,4170,23999,12572,36571,452847
Puglia,244,21,265,2726,2991,4829,603,2470,5953,8423,306067
Sardegna,125,19,144,2181,2325,1898,157,2079,2301,4380,170991
Sicilia,368,28,396,3052,3448,4237,322,5174,2833,8007,374604
Toscana,117,28,145,4054,4199,10606,1168,12422,3551,15973,528501
Umbria,45,5,50,698,748,1923,86,1727,1030,2757,129274
Valle d'Aosta,5,1,6,87,93,1112,146,1214,137,1351,20774
Veneto,208,15,223,4303,4526,22319,2198,21623,7420,29043,777300
